kind	name	fillColor	label	w	h	category
service	activate	#C925D1	Activate	78	78	CustomerEnablement
service	alexa_for_business	#DD344C	Alexa for Business	78	78	BusinessApplications
service	amplify	#DD344C	Amplify	78	78	FrontEndWebMobile
service	analytics	#8C4FFF	Analytics	78	78	Analytics
service	apache_mxnet_on_aws	#01A88D	Apache MXNet on AWS	78	78	ArtificialIntelligence
service	api_gateway	#E7157B	API Gateway	78	78	ApplicationIntegration
service	app_config	#E7157B	App Config	78	78	ManagementGovernance
service	app_mesh	#8C4FFF	App Mesh	78	78	NetworkContentDelivery
service	app_runner	#ED7100	App Runner	78	78	Compute
service	app_studio	#01A88D	App Studio	78	78	ArtificialIntelligence
service	app_wizard	#E7157B	Launch Wizard	78	78	ManagementGovernance
service	appfabric	#DD344C	AppFabric	78	78	BusinessApplications
service	appflow	#E7157B	AppFlow	78	78	ApplicationIntegration
service	application_auto_scaling	#E7157B	Application Auto Scaling	78	78	ManagementGovernance
service	application_composer	#C925D1	Infrastructure Composer	78	78	DeveloperTools
service	application_cost_profiler	#7AA116	Application Cost Profiler	78	78	CloudFinancialManagement
service	application_discovery_service	#01A88D	Application Discovery Service	78	78	MigrationModernization
service	application_integration	#E7157B	Application Integration	78	78	ApplicationIntegration
service	application_recovery_controller	#8C4FFF	Application Recovery Controller	78	78	NetworkContentDelivery
service	appstream_20	#01A88D	Appstream 2.0	78	78	EndUserComputing
service	appsync	#E7157B	AppSync	78	78	ApplicationIntegration
service	ar_vr	#BC1356	AR & VR	78	78	ARVR
service	artifact	#DD344C	Artifact	78	78	SecurityIdentityCompliance
service	athena	#8C4FFF	Athena	78	78	Analytics
service	audit_manager	#DD344C	Audit Manager	78	78	SecurityIdentityCompliance
service	augmented_ai	#01A88D	Augmented AI	78	78	ArtificialIntelligence
service	aurora	#C925D1	Aurora	78	78	Database
service	auto_scaling2	#ED7100	EC2 Auto Scaling	78	78	Compute
service	auto_scaling3	#ED7100	Auto Scaling	78	78	Compute
service	autoscaling	#E7157B	Auto Scaling	78	78	ManagementGovernance
service	b2b_data_interchange	#E7157B	B2B Data Interchange	78	78	ApplicationIntegration
service	backint_agent	#E7157B	Backint Agent	78	78	ManagementGovernance
service	backup	#7AA116	Backup	78	78	Storage
service	batch	#ED7100	Batch	78	78	Compute
service	bedrock	#01A88D	Bedrock	78	78	ArtificialIntelligence
service	bedrock_agentcore	#01A88D	Bedrock AgentCore	78	78	ArtificialIntelligence
service	blockchain	#ED7100	Blockchain	78	78	Blockchain
service	bottlerocket	#ED7100	Bottlerocket	78	78	Compute
service	braket	#ED7100	Braket	78	78	QuantumTechnologies
service	budgets_2	#7AA116	Budgets	78	78	CloudFinancialManagement
service	business_application	#DD344C	Business Application	78	78	BusinessApplications
service	certificate_manager_3	#DD344C	Certificate Manager	78	78	SecurityIdentityCompliance
service	chatbot	#E7157B	Chatbot	78	78	ManagementGovernance
service	chime	#DD344C	Chime	78	78	BusinessApplications
service	chime_sdk	#DD344C	Chime SDK	78	78	BusinessApplications
service	clean_rooms	#8C4FFF	Clean Rooms	78	78	Analytics
service	client_vpn	#8C4FFF	Client VPN	78	78	NetworkContentDelivery
service	cloud9	#C925D1	Cloud9	78	78	DeveloperTools
service	cloud_control_api	#C925D1	Cloud Control API	78	78	DeveloperTools
service	cloud_development_kit	#C925D1	Cloud Development Kit	78	78	DeveloperTools
service	cloud_directory	#8C4FFF	Cloud Directory	78	78	NetworkContentDelivery
service	cloud_map	#8C4FFF	Cloud Map	78	78	NetworkContentDelivery
service	cloud_wan	#8C4FFF	Cloud WAN	78	78	NetworkContentDelivery
service	cloudendure_disaster_recovery	#7AA116	Elastic Disaster Recovery	78	78	Storage
service	cloudendure_migration	#01A88D	Application Migration Service	78	78	MigrationModernization
service	cloudformation	#E7157B	CloudFormation	78	78	ManagementGovernance
service	cloudfront	#8C4FFF	CloudFront	78	78	NetworkContentDelivery
service	cloudhsm	#DD344C	CloudHSM	78	78	SecurityIdentityCompliance
service	cloudsearch2	#8C4FFF	CloudSearch	78	78	Analytics
service	cloudshell	#C925D1	CloudShell	78	78	DeveloperTools
service	cloudtrail	#E7157B	CloudTrail	78	78	ManagementGovernance
service	cloudwatch_2	#E7157B	CloudWatch	78	78	ManagementGovernance
service	codeartifact	#C925D1	CodeArtifact	78	78	DeveloperTools
service	codebuild	#C925D1	CodeBuild	78	78	DeveloperTools
service	codecatalyst	#C925D1	CodeCatalyst	78	78	DeveloperTools
service	codecommit	#C925D1	CodeCommit	78	78	DeveloperTools
service	codedeploy	#C925D1	CodeDeploy	78	78	DeveloperTools
service	codeguru	#E7157B	CodeGuru	78	78	ManagementGovernance
service	codeguru_2	#01A88D	CodeGuru	78	78	ArtificialIntelligence
service	codepipeline	#C925D1	CodePipeline	78	78	DeveloperTools
service	codestar	#C925D1	CodeStar	78	78	DeveloperTools
service	codewhisperer	#01A88D	CodeWhisperer	78	78	ArtificialIntelligence
service	cognito	#DD344C	Cognito	78	78	SecurityIdentityCompliance
service	command_line_interface	#C925D1	Command Line Interface	78	78	DeveloperTools
service	comprehend	#01A88D	Comprehend	78	78	ArtificialIntelligence
service	comprehend_medical	#01A88D	Comprehend Medical	78	78	ArtificialIntelligence
service	compute	#ED7100	Compute	78	78	Compute
service	compute_optimizer	#ED7100	Compute Optimizer	78	78	Compute
service	config	#E7157B	Config	78	78	ManagementGovernance
service	connect	#DD344C	Connect	78	78	BusinessApplications
service	contact_center	#DD344C	Contact Center	78	78	ContactCenter
service	containers	#ED7100	Containers	78	78	Containers
service	control_tower	#E7157B	Control Tower	78	78	ManagementGovernance
service	corretto	#C925D1	Corretto	78	78	DeveloperTools
service	cost_and_usage_report	#7AA116	Cost & Usage Report	78	78	CloudFinancialManagement
service	cost_explorer	#7AA116	Cost Explorer	78	78	CloudFinancialManagement
service	cost_management	#7AA116	Cost Management	78	78	CloudFinancialManagement
service	custom_billing_manager	#7AA116	Billing Conductor	78	78	CloudFinancialManagement
service	customer_enablement	#C925D1	Customer Enablement	78	78	CustomerEnablement
service	customer_engagement	#3334B9	Customer Engagement	78	78	CustomerEngagement
service	data_exchange	#8C4FFF	Data Exchange	78	78	Analytics
service	data_pipeline	#8C4FFF	Data Pipeline	78	78	Analytics
service	data_transfer_terminal	#01A88D	Data Transfer Terminal	78	78	MigrationModernization
service	database	#C925D1	Database	78	78	Database
service	database_migration_service	#C925D1	Database Migration Service	78	78	Database
service	datasync	#01A88D	DataSync	78	78	MigrationModernization
service	datazone	#8C4FFF	DataZone	78	78	Analytics
service	deadline_cloud	#ED7100	Deadline Cloud	78	78	MediaServices
service	deep_learning_amis	#01A88D	Deep Learning AMIs	78	78	ArtificialIntelligence
service	deep_learning_containers	#01A88D	Deep Learning Containers	78	78	ArtificialIntelligence
service	deepcomposer	#01A88D	DeepComposer	78	78	ArtificialIntelligence
service	deeplens	#01A88D	DeepLens	78	78	ArtificialIntelligence
service	deepracer	#01A88D	DeepRacer	78	78	ArtificialIntelligence
service	desktop_and_app_streaming	#01A88D	End User Computing	78	78	EndUserComputing
service	detective	#DD344C	Detective	78	78	SecurityIdentityCompliance
service	developer_tools	#C925D1	Developer Tools	78	78	DeveloperTools
service	device_farm	#DD344C	Device Farm	78	78	FrontEndWebMobile
service	devops_agent	#E7157B	DevOps Agent	78	78	ManagementGovernance
service	devops_guru	#01A88D	DevOps Guru	78	78	ArtificialIntelligence
service	direct_connect	#8C4FFF	Direct Connect	78	78	NetworkContentDelivery
service	directory_service	#DD344C	Directory Service	78	78	SecurityIdentityCompliance
service	distro_for_opentelemetry	#E7157B	Distro for OpenTelemetry	78	78	ManagementGovernance
service	documentdb_with_mongodb_compatibility	#C925D1	DocumentDB	78	78	Database
service	dynamodb	#C925D1	DynamoDB	78	78	Database
service	ec2	#ED7100	EC2	78	78	Compute
service	ec2_image_builder	#ED7100	EC2 Image Builder	78	78	Compute
service	ecr	#ED7100	Elastic Container Registry	78	78	Containers
service	ecs	#ED7100	Elastic Container Service	78	78	Containers
service	ecs_anywhere	#ED7100	ECS Anywhere	78	78	Containers
service	efs_infrequentaccess	#7AA116	EFS InfrequentAccess	78	78	Storage
service	efs_standard	#7AA116	EFS Standard	78	78	Storage
service	eks	#ED7100	Elastic Kubernetes Service	78	78	Containers
service	eks_anywhere	#ED7100	EKS Anywhere	78	78	Containers
service	eks_cloud	#ED7100	EKS Cloud	78	78	Containers
service	eks_distro	#ED7100	EKS Distro	78	78	Containers
service	elastic_beanstalk	#ED7100	Elastic Beanstalk	78	78	Compute
service	elastic_block_store	#7AA116	Elastic Block Store	78	78	Storage
service	elastic_fabric_adapter	#ED7100	Elastic Fabric Adapter	78	78	Compute
service	elastic_file_system	#7AA116	Elastic File System	78	78	Storage
service	elastic_inference_2	#01A88D	Elastic Inference	78	78	ArtificialIntelligence
service	elastic_load_balancing	#ED7100	Elastic Load Balancing	78	78	Compute
service	elastic_transcoder	#ED7100	Elastic Transcoder	78	78	MediaServices
service	elastic_vmware_service	#ED7100	Elastic VMware Service	78	78	Compute
service	elasticache	#C925D1	ElastiCache	78	78	Database
service	elasticsearch_service	#8C4FFF	OpenSearch Service	78	78	Analytics
service	elemental	#ED7100	Elemental Appliances & Software	78	78	MediaServices
service	elemental_link	#ED7100	Elemental Link	78	78	MediaServices
service	elemental_mediaconnect	#ED7100	Elemental MediaConnect	78	78	MediaServices
service	elemental_mediaconvert	#ED7100	Elemental MediaConvert	78	78	MediaServices
service	elemental_medialive	#ED7100	Elemental MediaLive	78	78	MediaServices
service	elemental_mediapackage	#ED7100	Elemental MediaPackage	78	78	MediaServices
service	elemental_mediastore	#ED7100	Elemental MediaStore	78	78	MediaServices
service	elemental_mediatailor	#ED7100	Elemental MediaTailor	78	78	MediaServices
service	emr	#8C4FFF	EMR	78	78	Analytics
service	end_user_messaging	#DD344C	End User Messaging	78	78	BusinessApplications
service	entity_resolution	#8C4FFF	Entity Resolution	78	78	Analytics
service	eventbridge	#E7157B	EventBridge	78	78	ApplicationIntegration
service	express_workflow	#E7157B	Express Workflows	78	78	ApplicationIntegration
service	fargate	#ED7100	Fargate	78	78	Compute
service	fault_injection_simulator	#C925D1	Fault Injection Service	78	78	DeveloperTools
service	file_cache	#7AA116	File Cache	78	78	Storage
service	finspace	#8C4FFF	FinSpace	78	78	Analytics
service	firewall_manager	#DD344C	Firewall Manager	78	78	SecurityIdentityCompliance
service	forecast	#01A88D	Forecast	78	78	ArtificialIntelligence
service	fraud_detector	#01A88D	Fraud Detector	78	78	ArtificialIntelligence
service	freertos	#7AA116	FreeRTOS	78	78	InternetOfThings
service	fsx	#7AA116	FSx	78	78	Storage
service	fsx_for_lustre	#7AA116	FSx for Lustre	78	78	Storage
service	fsx_for_netapp_ontap	#7AA116	FSx for NetApp ONTAP	78	78	Storage
service	fsx_for_openzfs	#7AA116	FSx for OpenZFS	78	78	Storage
service	fsx_for_windows_file_server	#7AA116	FSx for Windows File Server	78	78	Storage
service	gamekit	#8C4FFF	GameKit	78	78	Games
service	gamelift_2	#8C4FFF	GameLift	78	78	Games
service	gamelift_streams	#8C4FFF	GameLift Streams	78	78	Games
service	games	#8C4FFF	Game Tech	78	78	Games
service	gamesparks	#8C4FFF	GameSparks	78	78	Games
service	genomics_cli	#ED7100	Genomics CLI	78	78	Compute
service	glacier	#7AA116	S3 Glacier	78	78	Storage
service	global_accelerator	#8C4FFF	Global Accelerator	78	78	NetworkContentDelivery
service	glue	#8C4FFF	Glue	78	78	Analytics
service	glue_databrew	#8C4FFF	Glue DataBrew	78	78	Analytics
service	glue_elastic_views	#8C4FFF	Glue Elastic Views	78	78	Analytics
service	greengrass	#7AA116	Greengrass	78	78	InternetOfThings
service	ground_station	#C925D1	Ground Station	78	78	Satellite
service	guardduty	#DD344C	GuardDuty	78	78	SecurityIdentityCompliance
service	healthimaging	#01A88D	HealthImaging	78	78	ArtificialIntelligence
service	healthlake	#01A88D	HealthLake	78	78	ArtificialIntelligence
service	healthscribe	#01A88D	HealthScribe	78	78	ArtificialIntelligence
service	honeycode	#DD344C	Honeycode	78	78	BusinessApplications
service	identity_and_access_management	#DD344C	Identity & Access Management	78	78	SecurityIdentityCompliance
service	infrequent_access_storage_class	#7AA116	Infrequent Access Storage Class	78	78	Storage
service	inspector	#DD344C	Inspector	78	78	SecurityIdentityCompliance
service	interactive_video	#ED7100	Interactive Video Service	78	78	MediaServices
service	internet_of_things	#7AA116	Internet of Things	78	78	InternetOfThings
service	iot_1click	#7AA116	1Click	78	78	InternetOfThings
service	iot_analytics	#7AA116	Analytics	78	78	InternetOfThings
service	iot_button	#7AA116	Button	78	78	InternetOfThings
service	iot_core	#7AA116	Core	78	78	InternetOfThings
service	iot_device_defender	#7AA116	Device Defender	78	78	InternetOfThings
service	iot_device_management	#7AA116	Device Management	78	78	InternetOfThings
service	iot_edukit	#7AA116	EduKit	78	78	InternetOfThings
service	iot_events	#7AA116	Events	78	78	InternetOfThings
service	iot_expresslink	#7AA116	ExpressLink	78	78	InternetOfThings
service	iot_fleetwise	#7AA116	FleetWise	78	78	InternetOfThings
service	iot_roborunner	#7AA116	RoboRunner	78	78	InternetOfThings
service	iot_sitewise	#7AA116	SiteWise	78	78	InternetOfThings
service	iot_things_graph	#7AA116	Graph	78	78	InternetOfThings
service	iot_twinmaker	#7AA116	TwinMaker	78	78	InternetOfThings
service	iq	#C925D1	IQ	78	78	CustomerEnablement
service	kendra	#01A88D	Kendra	78	78	ArtificialIntelligence
service	key_management_service	#DD344C	Key Management Service	78	78	SecurityIdentityCompliance
service	keyspaces	#C925D1	Keyspaces	78	78	Database
service	kinesis	#8C4FFF	Kinesis	78	78	Analytics
service	kinesis_data_analytics	#8C4FFF	Kinesis Data Analytics	78	78	Analytics
service	kinesis_data_firehose	#8C4FFF	Data Firehose	78	78	Analytics
service	kinesis_data_streams	#8C4FFF	Kinesis Data Streams	78	78	Analytics
service	kinesis_video_streams	#8C4FFF	Kinesis Video Streams	78	78	Analytics
service	lake_formation	#8C4FFF	Lake Formation	78	78	Analytics
service	lambda	#ED7100	Lambda	78	78	Compute
service	lex	#01A88D	Lex	78	78	ArtificialIntelligence
service	license_manager	#E7157B	License Manager	78	78	ManagementGovernance
service	lightsail	#ED7100	Lightsail	78	78	Compute
service	lightsail_for_research	#ED7100	 Lightsail for Research	78	78	Compute
service	local_zones	#ED7100	Local Zones	78	78	Compute
service	location_service	#DD344C	Location Service	78	78	FrontEndWebMobile
service	lookout_for_equipment	#01A88D	Lookout for Equipment	78	78	ArtificialIntelligence
service	lookout_for_metrics	#01A88D	Lookout for Metrics	78	78	ArtificialIntelligence
service	lookout_for_vision	#01A88D	Lookout for Vision	78	78	ArtificialIntelligence
service	lumberyard	#8C4FFF	Lumberyard	78	78	Games
service	machine_learning	#01A88D	Machine Learning	78	78	ArtificialIntelligence
service	macie	#DD344C	Macie	78	78	SecurityIdentityCompliance
service	mainframe_modernization	#01A88D	Mainframe Modernization	78	78	MigrationModernization
service	managed_apache_cassandra_service	#C925D1	Managed Apache Cassandra Service	78	78	Database
service	managed_blockchain	#ED7100	Managed Blockchain	78	78	Blockchain
service	managed_service_for_apache_flink	#8C4FFF	Managed Service for Apache Flink	78	78	Analytics
service	managed_service_for_grafana	#E7157B	Managed Grafana	78	78	ManagementGovernance
service	managed_service_for_prometheus	#E7157B	Managed Service for Prometheus	78	78	ManagementGovernance
service	managed_services	#C925D1	Managed Services	78	78	CustomerEnablement
service	managed_streaming_for_kafka	#8C4FFF	Managed Streaming for Apache Kafka	78	78	Analytics
service	managed_workflows_for_apache_airflow	#E7157B	Managed Workflows for Apache Airflow	78	78	ApplicationIntegration
service	management_and_governance	#E7157B	Management & Governance	78	78	ManagementGovernance
service	management_console	#E7157B	Management Console	78	78	ManagementGovernance
service	media_services	#ED7100	Media Services	78	78	MediaServices
service	memorydb_for_redis	#C925D1	MemoryDB	78	78	Database
service	migration_and_transfer	#01A88D	Migration & Transfer	78	78	MigrationModernization
service	migration_evaluator	#01A88D	Migration Evaluator	78	78	MigrationModernization
service	migration_hub	#01A88D	Migration Hub	78	78	MigrationModernization
service	mobile	#DD344C	Mobile	78	78	FrontEndWebMobile
service	mobile_application	#E7157B	Console Mobile Application	78	78	ApplicationIntegration
service	monitron	#01A88D	Monitron	78	78	ArtificialIntelligence
service	mq	#E7157B	MQ	78	78	ApplicationIntegration
service	neptune	#C925D1	Neptune	78	78	Database
service	network_firewall	#DD344C	Network Firewall	78	78	SecurityIdentityCompliance
service	networking_and_content_delivery	#8C4FFF	Networking and Content Delivery	78	78	NetworkContentDelivery
service	neuron_ml_sdk	#01A88D	Neuron	78	78	ArtificialIntelligence
service	nice_dcv	#ED7100	DCV	78	78	Compute
service	nice_enginframe	#ED7100	Nice EnginFrame	78	78	Compute
service	nimble_studio	#ED7100	Nimble Studio	78	78	MediaServices
service	nitro_enclaves	#ED7100	Nitro Enclaves	78	78	Compute
service	nova2	#01A88D	Nova	78	78	ArtificialIntelligence
service	omics	#01A88D	HealthOmics	78	78	ArtificialIntelligence
service	open_3d_engine_2	#8C4FFF	Open 3D Engine	78	78	Games
service	opsworks	#E7157B	OpsWorks	78	78	ManagementGovernance
service	oracle_database_at_aws	#C925D1	Oracle Database at AWS	78	78	Database
service	organizations	#E7157B	Organizations	78	78	ManagementGovernance
service	outposts	#ED7100	Outposts rack	78	78	Compute
service	outposts_1u_and_2u_servers	#ED7100	Outposts Servers	78	78	Compute
service	outposts_family	#ED7100	Outposts Family	78	78	Compute
service	panorama	#01A88D	Panorama	78	78	ArtificialIntelligence
service	parallel_cluster	#ED7100	Parallel Cluster	78	78	Compute
service	parallel_computing_service	#ED7100	Parallel Computing Service	78	78	Compute
service	partner_central	#E7157B	Partner Central	78	78	ManagementGovernance
service	payment_cryptography	#DD344C	Payment Cryptography	78	78	SecurityIdentityCompliance
service	personal_health_dashboard	#E7157B	Health Dashboard	78	78	ManagementGovernance
service	personalize	#01A88D	Personalize	78	78	ArtificialIntelligence
service	pinpoint	#DD344C	Pinpoint	78	78	BusinessApplications
service	polly	#01A88D	Polly	78	78	ArtificialIntelligence
service	private_5g	#8C4FFF	Private 5G	78	78	NetworkContentDelivery
service	private_certificate_authority	#DD344C	Private Certificate Authority	78	78	SecurityIdentityCompliance
